"","text","cleaned_text","hashtag","tagged_account"
"3100","It was an honor to welcome bipartisan members of Congress for a discussion on SAFE schools and SAFE communities. As we continue to mourn the loss of so many precious young lives in Parkland we are determined to turn our grief into action. Full meeting: https://t.co/tbl94sCM01 https://t.co/TmUMusoR9x","It was an honor to welcome bipartisan members of Congress for a discussion on SAFE schools and SAFE communities As we continue to mourn the loss of so many precious young lives in Parkland we are determined to turn our grief into action Full meeting ","",""
"3101","Today we honor Billy Graham as only three private citizens before him have been honored. We say a prayer for our country: that all across this land the Lord will raise up men and women like Billy Graham to spread a message of love and hope to every precious child of God. https://t.co/EM4lZUZpX9","Today we honor Billy Graham as only three private citizens before him have been honored We say a prayer for our country that all across this land the Lord will raise up men and women like Billy Graham to spread a message of love and hope to every precious child of God ","",""
"3102","Starting at a small Bible School in Florida Billy Graham soon led a nationwide revival. From a large tent in Los Angeles to one hundred thousand people in a single day at Yankee Stadium to more than two million people at Madison Square Garden over sixteen weeks in 1957... https://t.co/z1vvAemlBP","Starting at a small Bible School in Florida Billy Graham soon led a nationwide revival From a large tent in Los Angeles to one hundred thousand people in a single day at Yankee Stadium to more than two million people at Madison Square Garden over sixteen weeks in 1957 ","",""
"3103","Today in the center of this great Chamber lies Billy Graham – an Ambassador for Christ who reminded the world of the power of prayer and the gift of God’s grace. https://t.co/5aMh8nFPJW","Today in the center of this great Chamber lies Billy Graham  an Ambassador for Christ who reminded the world of the power of prayer and the gift of Gods grace ","",""
"3104","Why is A.G. Jeff Sessions asking the Inspector General to investigate potentially massive FISA abuse. Will take forever has no prosecutorial power and already late with reports on Comey etc. Isn’t the I.G. an Obama guy? Why not use Justice Department lawyers? DISGRACEFUL!","Why is AG Jeff Sessions asking the Inspector General to investigate potentially massive FISA abuse Will take forever has no prosecutorial power and already late with reports on Comey etc Isnt the IG an Obama guy Why not use Justice Department lawyers DISGRACEFUL","",""
"3105","45 year low on illegal border crossings this year. Ice and Border Patrol Agents are doing a great job for our Country. MS-13 thugs being hit hard.","45 year low on illegal border crossings this year Ice and Border Patrol Agents are doing a great job for our Country MS13 thugs being hit hard","",""
"3106","I have decided that sections of the Wall that California wants built NOW will not be built until the whole Wall is approved. Big victory yesterday with ruling from the courts that allows us to proceed. OUR COUNTRY MUST HAVE BORDER SECURITY!","I have decided that sections of the Wall that California wants built NOW will not be built until the whole Wall is approved Big victory yesterday with ruling from the courts that allows us to proceed OUR COUNTRY MUST HAVE BORDER SECURITY","",""
"3107","The Heritage Foundation has just stated that 64% of the Trump Agenda is already done faster than even Ronald Reagan. “We’re blown away” said Thomas Binion of Heritage President Trump “is very active very conservative and very effective. Huge volume &amp; spectrum of issues.”","The Heritage Foundation has just stated that 64 of the Trump Agenda is already done faster than even Ronald Reagan Were blown away said Thomas Binion of Heritage President Trump is very active very conservative and very effective Huge volume amp spectrum of issues","",""
"3108","Big legal win today. U.S. judge sided with the Trump Administration and rejected the attempt to stop the government from building a great Border Wall on the Southern Border. Now this important project can go forward!","Big legal win today US judge sided with the Trump Administration and rejected the attempt to stop the government from building a great Border Wall on the Southern Border Now this important project can go forward","",""
"3109","Such a beautiful map thank you! https://t.co/FyQdgKvsRO","Such a beautiful map thank you ","",""
"3110",".@SenatorWicker of Mississippi has been a great supporter and incredible help in getting our massive Tax Cut Bill done and approved. Also big help on cutting regs. I am with him in his re-election all the way!"," of Mississippi has been a great supporter and incredible help in getting our massive Tax Cut Bill done and approved Also big help on cutting regs I am with him in his reelection all the way","","@SenatorWicker"
"3111","Texas LC George P. Bush backed me when it wasn’t the politically correct thing to do and I back him now. Also AC Sid Miller has been with me from the beginning he is “Trump’s Man in Texas.” Also support Comptroller Glenn Hegar and Railroad Commissioner Christi Craddick.","Texas LC George P Bush backed me when it wasnt the politically correct thing to do and I back him now Also AC Sid Miller has been with me from the beginning he is Trumps Man in Texas Also support Comptroller Glenn Hegar and Railroad Commissioner Christi Craddick","",""
"3112","“American consumers are the most confident they've been since 2000....A strong job market is boosting confidence. The unemployment rate has stayed at a 17-year low.” https://t.co/aL7aVoR7XC","American consumers are the most confident theyve been since 2000A strong job market is boosting confidence The unemployment rate has stayed at a 17year low ","",""
"3113","I want to encourage all of my many Texas friends to vote in the primary for Governor Greg Abbott Senator Ted Cruz Lt. Gov. Dan Patrick and Attorney General Ken Paxton. They are helping me to Make America Great Again! Vote early or on March 6th.","I want to encourage all of my many Texas friends to vote in the primary for Governor Greg Abbott Senator Ted Cruz Lt Gov Dan Patrick and Attorney General Ken Paxton They are helping me to Make America Great Again Vote early or on March 6th","",""
"3114","WITCH HUNT!","WITCH HUNT","",""
"3115","“We’ve seen NO EVIDENCE OF COLLUSION....I have seen nothing the firing of James Comey and all of the aftermath that suggests that the President has obstructed justice because he’s exercising his power as the President of the U.S. I just don’t see it.”  Judge Ken Starr","Weve seen NO EVIDENCE OF COLLUSIONI have seen nothing the firing of James Comey and all of the aftermath that suggests that the President has obstructed justice because hes exercising his power as the President of the US I just dont see it  Judge Ken Starr","",""
"3116","“I’ve been skeptical about the collusion and obstruction claims for the last year. I just don’t see the evidence....in terms of the collusion it’s all a bit implausible based on the evidence we have.”  Jonathan Turley on @FoxNews","Ive been skeptical about the collusion and obstruction claims for the last year I just dont see the evidencein terms of the collusion its all a bit implausible based on the evidence we have  Jonathan Turley on ","","@FoxNews"
"3117","“He’s got a very good point. Somebody in the Justice Department has a treasure trove of evidence of Mrs. Clinton’s criminality at her own hands or through others that ought to be investigated. I fully agree with the President on that.” @judgenapolitano on @marthamaccallum Show","Hes got a very good point Somebody in the Justice Department has a treasure trove of evidence of Mrs Clintons criminality at her own hands or through others that ought to be investigated I fully agree with the President on that  on  Show","","@judgenapolitano, @marthamaccallum"
"3118","RT @WhiteHouse: Merit-based immigration reform will benefit American workers and relieve the strain imposed by our current system on Federa…","RT  Meritbased immigration reform will benefit American workers and relieve the strain imposed by our current system on Federa","","@WhiteHouse:"
"3119","RT @VollrathTammie: @realDonaldTrump @FoxNews https://t.co/sERi7Vyh5I","RT    ","","@VollrathTammie:, @realDonaldTrump, @FoxNews"
"3120","RT @FoxNews: President @realDonaldTrump on Dem FISA memo: ""A lot of bad things happened on the other side not on this side but the other…","RT  President  on Dem FISA memo A lot of bad things happened on the other side not on this side but the other","","@FoxNews:, @realDonaldTrump"
"3121","RT @FoxNews: President @realDonaldTrump on DACA: ""I'm the one that's pushing DACA and the Democrats are nowhere to be found."" https://t.co/…","RT  President  on DACA Im the one thats pushing DACA and the Democrats are nowhere to be found ","","@FoxNews:, @realDonaldTrump"
"3122","I will be interviewed by @JudgeJeanine on @FoxNews at 9:00 P.M. Enjoy!","I will be interviewed by  on  at 900 PM Enjoy","","@JudgeJeanine, @FoxNews"
"3123","“Congressman Schiff omitted and distorted key facts” @FoxNews  So what else is new. He is a total phony!","Congressman Schiff omitted and distorted key facts   So what else is new He is a total phony","","@FoxNews"
"3124","“Russians had no compromising information on Donald Trump” @FoxNews  Of course not because there is none and never was. This whole Witch Hunt is an illegal disgrace...and Obama did nothing about Russia!","Russians had no compromising information on Donald Trump   Of course not because there is none and never was This whole Witch Hunt is an illegal disgraceand Obama did nothing about Russia","","@FoxNews"
"3125","Dem Memo: FBI did not disclose who the clients were - the Clinton Campaign and the DNC. Wow!","Dem Memo FBI did not disclose who the clients were  the Clinton Campaign and the DNC Wow","",""
"3126","The Democrat memo response on government surveillance abuses is a total political and legal BUST. Just confirms all of the terrible things that were done. SO ILLEGAL!","The Democrat memo response on government surveillance abuses is a total political and legal BUST Just confirms all of the terrible things that were done SO ILLEGAL","",""
"3127","BIG CPAC STRAW POLL RESULTS: 93% APPROVE OF THE JOB PRESIDENT TRUMP IS DOING (Thank you!). 50% say President Trump should Tweet MORE or SAME (funny!). 79% say Republicans in Congress should do a better job of working with President Trump (starting to happen).","BIG CPAC STRAW POLL RESULTS 93 APPROVE OF THE JOB PRESIDENT TRUMP IS DOING Thank you 50 say President Trump should Tweet MORE or SAME funny 79 say Republicans in Congress should do a better job of working with President Trump starting to happen","",""
"3128","Dems are no longer talking DACA! “Out of sight out of mind” they say. DACA beneficiaries should not be happy. Nancy Pelosi truly doesn’t care about them. Republicans stand ready to make a deal!","Dems are no longer talking DACA Out of sight out of mind they say DACA beneficiaries should not be happy Nancy Pelosi truly doesnt care about them Republicans stand ready to make a deal","",""
"3129","Unemployment claims are at the lowest level since 1973. Much of this has to do with the massive cutting of unnecessary and job killing Regulations!","Unemployment claims are at the lowest level since 1973 Much of this has to do with the massive cutting of unnecessary and job killing Regulations","",""
"3130","Democrat judges have totally redrawn election lines in the great State of Pennsylvania. @FoxNews. This is very unfair to Republicans and to our country as a whole. Must be appealed to the United States Supreme Court ASAP!","Democrat judges have totally redrawn election lines in the great State of Pennsylvania  This is very unfair to Republicans and to our country as a whole Must be appealed to the United States Supreme Court ASAP","","@FoxNews."
"3131","Armed Educators (and trusted people who work within a school) love our students and will protect them. Very smart people. Must be firearms adept &amp; have annual training. Should get yearly bonus. Shootings will not happen again - a big &amp; very inexpensive deterrent. Up to States.","Armed Educators and trusted people who work within a school love our students and will protect them Very smart people Must be firearms adept amp have annual training Should get yearly bonus Shootings will not happen again  a big amp very inexpensive deterrent Up to States","",""
"3132","RT @realDonaldTrump: I will be strongly pushing Comprehensive Background Checks with an emphasis on Mental Health. Raise age to 21 and end…","RT  I will be strongly pushing Comprehensive Background Checks with an emphasis on Mental Health Raise age to 21 and end","","@realDonaldTrump:"
"3133","So true Wayne and Lowest black unemployment in history! https://t.co/gDxxJdZQUm","So true Wayne and Lowest black unemployment in history ","",""
"3134","Thank you to the great men and women of the United States @SecretService for a job well done!","Thank you to the great men and women of the United States  for a job well done","","@SecretService"
"3135","Today @FLOTUS Melania and I were honored to welcome Prime Minister @TurnbullMalcolm and Mrs. Turnbull of Australia to the @WhiteHouse!🇺🇸🇦🇺Press Conference: https://t.co/rKokJGRsgu https://t.co/PkJUw8x9jb","Today  Melania and I were honored to welcome Prime Minister  and Mrs Turnbull of Australia to the  Conference ","","@FLOTUS, @TurnbullMalcolm, @WhiteHouse!🇺🇸🇦🇺Press"
"3136","Our nation’s motto is IN GOD WE TRUST. This week our nation lost an incredible leader who devoted his life to helping us understand what those words really mean. We will never forget the historic crowds the voice the energy and the profound faith of Billy Graham! #CPAC2018 https://t.co/5GDh7Jonkv","Our nations motto is IN GOD WE TRUST This week our nation lost an incredible leader who devoted his life to helping us understand what those words really mean We will never forget the historic crowds the voice the energy and the profound faith of Billy Graham  ","#CPAC2018",""
"3137","We salute our great American flag we put our hands on our hearts for the pledge of Allegiance and we all PROUDLY STAND for the National Anthem. #CPAC2018 https://t.co/qGKW2xGjP0","We salute our great American flag we put our hands on our hearts for the pledge of Allegiance and we all PROUDLY STAND for the National Anthem  ","#CPAC2018",""
"3138","After years of rebuilding OTHER nations we are finally rebuilding OUR nation - and we are restoring our confidence and our pride! #CPAC2018 https://t.co/rD9oTU8iex","After years of rebuilding OTHER nations we are finally rebuilding OUR nation  and we are restoring our confidence and our pride  ","#CPAC2018",""
"3139","For those of you who are still interested the Democrats have totally forgotten about DACA. Not a lot of interest on this subject from them!","For those of you who are still interested the Democrats have totally forgotten about DACA Not a lot of interest on this subject from them","",""
"3140","My daughter Ivanka just arrived in South Korea. We cannot have a better or smarter person representing our country.","My daughter Ivanka just arrived in South Korea We cannot have a better or smarter person representing our country","",""
"3141","CPAC Today!","CPAC Today","",""
"3142","MS-13 gang members are being removed by our Great ICE and Border Patrol Agents by the thousands but these killers come back in from El Salvador and through Mexico like water. El Salvador just takes our money and Mexico must help MORE with this problem. We need The Wall!","MS13 gang members are being removed by our Great ICE and Border Patrol Agents by the thousands but these killers come back in from El Salvador and through Mexico like water El Salvador just takes our money and Mexico must help MORE with this problem We need The Wall","",""
"3143","“School shooting survivor says he quit @CNN Town Hall after refusing scripted question.” @TuckerCarlson. Just like so much of CNN Fake News. That’s why their ratings are so bad! MSNBC may be worse.","School shooting survivor says he quit  Town Hall after refusing scripted question  Just like so much of CNN Fake News Thats why their ratings are so bad MSNBC may be worse","","@CNN, @TuckerCarlson."
"3144","Today it was my great honor to host a School Safety Roundtable at the @WhiteHouse with State and local leaders law enforcement officers and education officials.There is nothing more important than protecting our children. They deserve to be safe and we will deliver! https://t.co/WhC2AxgWXO","Today it was my great honor to host a School Safety Roundtable at the  with State and local leaders law enforcement officers and education officialsThere is nothing more important than protecting our children They deserve to be safe and we will deliver ","","@WhiteHouse"
"3145","On behalf of an entire Nation CONGRATULATIONS to the U.S. Women's Hockey Team on winning the GOLD! #GoTeamUSA #Olympics https://t.co/3cUZwLVGua","On behalf of an entire Nation CONGRATULATIONS to the US Womens Hockey Team on winning the GOLD   ","#GoTeamUSA, #Olympics",""
"3146","Will be meeting with Lawmakers today at 11:30 A.M. to discuss School Safety.  Next week it will be with our Nation’s Governors. It’s been many years of all talk no action. We’ll get it done!","Will be meeting with Lawmakers today at 1130 AM to discuss School Safety  Next week it will be with our Nations Governors Its been many years of all talk no action Well get it done","",""
"3147","What many people don’t understand or don’t want to understand is that Wayne Chris and the folks who work so hard at the @NRA are Great People and Great American Patriots. They love our Country and will do the right thing.                  MAKE AMERICA GREAT AGAIN!","What many people dont understand or dont want to understand is that Wayne Chris and the folks who work so hard at the  are Great People and Great American Patriots They love our Country and will do the right thing                  MAKE AMERICA GREAT AGAIN","","@NRA"
"3148","I will be strongly pushing Comprehensive Background Checks with an emphasis on Mental Health. Raise age to 21 and end sale of Bump Stocks! Congress is in a mood to finally do something on this issue - I hope!","I will be strongly pushing Comprehensive Background Checks with an emphasis on Mental Health Raise age to 21 and end sale of Bump Stocks Congress is in a mood to finally do something on this issue  I hope","",""
"3149","....If a potential “sicko shooter” knows that a school has a large number of very weapons talented teachers (and others) who will be instantly shooting the sicko will NEVER attack that school. Cowards won’t go there...problem solved. Must be offensive defense alone won’t work!","If a potential sicko shooter knows that a school has a large number of very weapons talented teachers and others who will be instantly shooting the sicko will NEVER attack that school Cowards wont go thereproblem solved Must be offensive defense alone wont work","",""
"3150","....History shows that a school shooting lasts on average 3 minutes. It takes police &amp; first responders approximately 5 to 8 minutes to get to site of crime. Highly trained gun adept teachers/coaches would solve the problem instantly before police arrive. GREAT DETERRENT!","History shows that a school shooting lasts on average 3 minutes It takes police amp first responders approximately 5 to 8 minutes to get to site of crime Highly trained gun adept teacherscoaches would solve the problem instantly before police arrive GREAT DETERRENT","",""
"3151","....immediately fire back if a savage sicko came to a school with bad intentions. Highly trained teachers would also serve as a deterrent to the cowards that do this. Far more assets at much less cost than guards. A “gun free” school is a magnet for bad people. ATTACKS WOULD END!","immediately fire back if a savage sicko came to a school with bad intentions Highly trained teachers would also serve as a deterrent to the cowards that do this Far more assets at much less cost than guards A gun free school is a magnet for bad people ATTACKS WOULD END","",""
"3152","I never said “give teachers guns” like was stated on Fake News @CNN &amp; @NBC. What I said was to look at the possibility of giving “concealed guns to gun adept teachers with military or special training experience - only the best. 20% of teachers a lot would now be able to","I never said give teachers guns like was stated on Fake News  amp  What I said was to look at the possibility of giving concealed guns to gun adept teachers with military or special training experience  only the best 20 of teachers a lot would now be able to","","@CNN, @NBC."
"3153","I will always remember the time I spent today with courageous students teachers and families. So much love in the midst of so much pain. We must not let them down. We must keep our children safe!!Full Listening Session: https://t.co/x5VenyQX5p https://t.co/CAPfX5odIp","I will always remember the time I spent today with courageous students teachers and families So much love in the midst of so much pain We must not let them down We must keep our children safeFull Listening Session ","",""
"3154",".@FLOTUS Melania and I join millions of people around the world in mourning the passing of Billy Graham. Our prayers are with his children grandchildren great-grandchildren and all who worked closely with Reverend Graham in his lifelong ministry. https://t.co/e1697tcyaI"," Melania and I join millions of people around the world in mourning the passing of Billy Graham Our prayers are with his children grandchildren greatgrandchildren and all who worked closely with Reverend Graham in his lifelong ministry ","","@FLOTUS"
"3155","Yesterday it was my great honor to recognize extraordinary Law Enforcement Officers and First Responders and to award them the the highest possible decoration for bravery by public safety officers the Medal of Valor. #AmericanHeroes https://t.co/em0wBbvy5P","Yesterday it was my great honor to recognize extraordinary Law Enforcement Officers and First Responders and to award them the the highest possible decoration for bravery by public safety officers the Medal of Valor  ","#AmericanHeroes",""
"3156","Question: If all of the Russian meddling took place during the Obama Administration right up to January 20th why aren’t they the subject of the investigation? Why didn’t Obama do something about the meddling? Why aren’t Dem crimes under investigation? Ask Jeff Sessions!","Question If all of the Russian meddling took place during the Obama Administration right up to January 20th why arent they the subject of the investigation Why didnt Obama do something about the meddling Why arent Dem crimes under investigation Ask Jeff Sessions","",""
"3157","The GREAT Billy Graham is dead. There was nobody like him! He will be missed by Christians and all religions. A very special man.","The GREAT Billy Graham is dead There was nobody like him He will be missed by Christians and all religions A very special man","",""
"3158","Question: If all of the Russian meddling took place during the Obama Administration right up to January 20th why aren’t they the subject of the investigation? Why didn’t Obama do something about the meddling? Why aren’t Dem crimes under investigation? Ask Jeff Session!","Question If all of the Russian meddling took place during the Obama Administration right up to January 20th why arent they the subject of the investigation Why didnt Obama do something about the meddling Why arent Dem crimes under investigation Ask Jeff Session","",""
"3159","@CNN @MSNBC Whether we are Republican or Democrat we must now focus on strengthening Background Checks!","  Whether we are Republican or Democrat we must now focus on strengthening Background Checks","","@CNN, @MSNBC"
"3160","So true thank you! https://t.co/9TTXlfokYz","So true thank you ","",""
"3161","Bad ratings @CNN &amp; @MSNBC got scammed when they covered the anti-Trump Russia rally wall-to-wall. They probably knew it was Fake News but because it was a rally against me they pushed it hard anyway. Two really dishonest newscasters but the public is wise!","Bad ratings  amp  got scammed when they covered the antiTrump Russia rally walltowall They probably knew it was Fake News but because it was a rally against me they pushed it hard anyway Two really dishonest newscasters but the public is wise","","@CNN, @MSNBC"
"3162","Main Street is BOOMING thanks to our incredible TAX CUT and Reform law. ""This shows small-business owners are more than just optimistic they are ready to grow their businesses."" https://t.co/w9aw68UwOj","Main Street is BOOMING thanks to our incredible TAX CUT and Reform law This shows smallbusiness owners are more than just optimistic they are ready to grow their businesses ","",""
"3163","....cameras running. Another False Accusation. Why doesn’t @washingtonpost report the story of the women taking money to make up stories about me? One had her home mortgage paid off. Only @FoxNews so reported...doesn’t fit the Mainstream Media narrative.","cameras running Another False Accusation Why doesnt  report the story of the women taking money to make up stories about me One had her home mortgage paid off Only  so reporteddoesnt fit the Mainstream Media narrative","","@washingtonpost, @FoxNews"
"3164","A woman I don’t know and to the best of my knowledge never met is on the FRONT PAGE of the Fake News Washington Post saying I kissed her (for two minutes yet) in the lobby of Trump Tower 12 years ago. Never happened! Who would do this in a public space with live security......","A woman I dont know and to the best of my knowledge never met is on the FRONT PAGE of the Fake News Washington Post saying I kissed her for two minutes yet in the lobby of Trump Tower 12 years ago Never happened Who would do this in a public space with live security","",""
"3165","I have been much tougher on Russia than Obama just look at the facts. Total Fake News!","I have been much tougher on Russia than Obama just look at the facts Total Fake News","",""
"3166","Hope Republicans in the Great State of Pennsylvania challenge the new “pushed” Congressional Map all the way to the Supreme Court if necessary. Your Original was correct! Don’t let the Dems take elections away from you so that they can raise taxes &amp; waste money!","Hope Republicans in the Great State of Pennsylvania challenge the new pushed Congressional Map all the way to the Supreme Court if necessary Your Original was correct Dont let the Dems take elections away from you so that they can raise taxes amp waste money","",""
"3167","Matt Schlapp and CPAC are getting ready for another exciting event. Big difference from those days when President Obama held the White House. You’ve come a long way Matt!","Matt Schlapp and CPAC are getting ready for another exciting event Big difference from those days when President Obama held the White House Youve come a long way Matt","",""
"3168","Republicans are now leading the Generic Poll perhaps because of the popular Tax Cuts which the Dems want to take away. Actually they want to raise you taxes substantially. Also they want to do nothing on DACA R’s want to fix!","Republicans are now leading the Generic Poll perhaps because of the popular Tax Cuts which the Dems want to take away Actually they want to raise you taxes substantially Also they want to do nothing on DACA Rs want to fix","",""
"3169","....The President Obama quote just before election. That’s because he thought Crooked Hillary was going to win and he didn’t want to “rock the boat.” When I easily won the Electoral College the whole game changed and the Russian excuse became the narrative of the Dems.","The President Obama quote just before election Thats because he thought Crooked Hillary was going to win and he didnt want to rock the boat When I easily won the Electoral College the whole game changed and the Russian excuse became the narrative of the Dems","",""
"3170","“There is no serious person out there who would suggest somehow that you could even rig America’s elections there’s no evidence that that has happened in the past or that it will happen this time and so I’d invite Mr. Trump to stop whining and make his case to get votes.” .....","There is no serious person out there who would suggest somehow that you could even rig Americas elections theres no evidence that that has happened in the past or that it will happen this time and so Id invite Mr Trump to stop whining and make his case to get votes ","",""
"3171","Thank you to @foxandfriends for the great timeline on all of the failures the Obama Administration had against Russia including Crimea Syria and so much more. We are now starting to win again!","Thank you to  for the great timeline on all of the failures the Obama Administration had against Russia including Crimea Syria and so much more We are now starting to win again","","@foxandfriends"
"3172","“The Faith of Donald Trump” a book just out by David Brody and Scott Lamb is a very interesting read. Enjoy!","The Faith of Donald Trump a book just out by David Brody and Scott Lamb is a very interesting read Enjoy","",""
"3173","The U.S. economy is looking very good in my opinion even better than anticipated. Companies are pouring back into our country reversing the long term trend of leaving. The unemployment numbers are looking great and Regulations &amp; Taxes have been massively Cut! JOBS JOBS JOBS","The US economy is looking very good in my opinion even better than anticipated Companies are pouring back into our country reversing the long term trend of leaving The unemployment numbers are looking great and Regulations amp Taxes have been massively Cut JOBS JOBS JOBS","",""
"3174",".@MittRomney has announced he is running for the Senate from the wonderful State of Utah. He will make a great Senator and worthy successor to @OrrinHatch and has my full support and endorsement!"," has announced he is running for the Senate from the wonderful State of Utah He will make a great Senator and worthy successor to  and has my full support and endorsement","","@MittRomney, @OrrinHatch"
"3175","Obama was President up to and beyond the 2016 Election. So why didn’t he do something about Russian meddling?","Obama was President up to and beyond the 2016 Election So why didnt he do something about Russian meddling","",""
"3176","Have a great but very reflective President’s Day!","Have a great but very reflective Presidents Day","",""
"3177","Just watched a very insecure Oprah Winfrey who at one point I knew very well interview a panel of people on 60 Minutes. The questions were biased and slanted the facts incorrect. Hope Oprah runs so she can be exposed and defeated just like all of the others!","Just watched a very insecure Oprah Winfrey who at one point I knew very well interview a panel of people on 60 Minutes The questions were biased and slanted the facts incorrect Hope Oprah runs so she can be exposed and defeated just like all of the others","",""
"3178","My great friends from NASCAR are having their big race today The Daytona 500. Brian France and the France family are special people. Enjoy the race!","My great friends from NASCAR are having their big race today The Daytona 500 Brian France and the France family are special people Enjoy the race","",""
"3179","Thank you to KenStarr former Independent Counsel Whitewater for your insight and powerful words on FISA abuse Russian meddling etc. Really great interview with @MariaBartiromo","Thank you to KenStarr former Independent Counsel Whitewater for your insight and powerful words on FISA abuse Russian meddling etc Really great interview with ","","@MariaBartiromo"
"3180","Great Pollster John McLaughlin now has the GOP up in the Generic Congressional Ballot. Big gain over last 4 weeks. I guess people are loving the big Tax Cuts given them by the Republicans the Cuts the Dems want to take away. We need more Republicans!","Great Pollster John McLaughlin now has the GOP up in the Generic Congressional Ballot Big gain over last 4 weeks I guess people are loving the big Tax Cuts given them by the Republicans the Cuts the Dems want to take away We need more Republicans","",""
"3181","The Fake News of big ratings loser CNN. https://t.co/rYsv90cnvs","The Fake News of big ratings loser CNN ","",""
"3182","If it was the GOAL of Russia to create discord disruption and chaos within the U.S. then with all of the Committee Hearings Investigations and Party hatred they have succeeded beyond their wildest dreams. They are laughing their asses off in Moscow. Get smart America!","If it was the GOAL of Russia to create discord disruption and chaos within the US then with all of the Committee Hearings Investigations and Party hatred they have succeeded beyond their wildest dreams They are laughing their asses off in Moscow Get smart America","",""
"3183","RT @mike_pence: Big night. Largest-ever Dallas County GOP Reagan Day Dinner. As I told the crowd under President @realDonaldTrump: Promise…","RT  Big night Largestever Dallas County GOP Reagan Day Dinner As I told the crowd under President  Promise","","@mike_pence:, @realDonaldTrump:"
"3184","Now that Adam Schiff is starting to blame President Obama for Russian meddling in the election he is probably doing so as yet another excuse that the Democrats lead by their fearless leader Crooked Hillary Clinton lost the 2016 election. But wasn’t I a great candidate?","Now that Adam Schiff is starting to blame President Obama for Russian meddling in the election he is probably doing so as yet another excuse that the Democrats lead by their fearless leader Crooked Hillary Clinton lost the 2016 election But wasnt I a great candidate","",""
"3185","I never said Russia did not meddle in the election I said “it may be Russia or China or another country or group or it may be a 400 pound genius sitting in bed and playing with his computer.” The Russian “hoax” was that the Trump campaign colluded with Russia - it never did!","I never said Russia did not meddle in the election I said it may be Russia or China or another country or group or it may be a 400 pound genius sitting in bed and playing with his computer The Russian hoax was that the Trump campaign colluded with Russia  it never did","",""
"3186","Finally Liddle’ Adam Schiff the leakin’ monster of no control is now blaming the Obama Administration for Russian meddling in the 2016 Election. He is finally right about something. Obama was President knew of the threat and did nothing. Thank you Adam!","Finally Liddle Adam Schiff the leakin monster of no control is now blaming the Obama Administration for Russian meddling in the 2016 Election He is finally right about something Obama was President knew of the threat and did nothing Thank you Adam","",""
"3187","Never gotten over the fact that Obama was able to send $1.7 Billion Dollars in CASH to Iran and nobody in Congress the FBI or Justice called for an investigation!","Never gotten over the fact that Obama was able to send 17 Billion Dollars in CASH to Iran and nobody in Congress the FBI or Justice called for an investigation","",""
"3188","General McMaster forgot to say that the results of the 2016 election were not impacted or changed by the Russians and that the only Collusion was between Russia and Crooked H the DNC and the Dems. Remember the Dirty Dossier Uranium Speeches Emails and the Podesta Company!","General McMaster forgot to say that the results of the 2016 election were not impacted or changed by the Russians and that the only Collusion was between Russia and Crooked H the DNC and the Dems Remember the Dirty Dossier Uranium Speeches Emails and the Podesta Company","",""
"3189","Very sad that the FBI missed all of the many signals sent out by the Florida school shooter. This is not acceptable. They are spending too much time trying to prove Russian collusion with the Trump campaign - there is no collusion. Get back to the basics and make us all proud!","Very sad that the FBI missed all of the many signals sent out by the Florida school shooter This is not acceptable They are spending too much time trying to prove Russian collusion with the Trump campaign  there is no collusion Get back to the basics and make us all proud","",""
"3190","Just like they don’t want to solve the DACA problem why didn’t the Democrats pass gun control legislation when they had both the House &amp; Senate during the Obama Administration. Because they didn’t want to and now they just talk!","Just like they dont want to solve the DACA problem why didnt the Democrats pass gun control legislation when they had both the House amp Senate during the Obama Administration Because they didnt want to and now they just talk","",""
"3191","“I have seen all of the Russian ads and I can say very definitively that swaying the election was *NOT* the main goal.”Rob GoldmanVice President of Facebook Ads https://t.co/A5ft7cGJkE","I have seen all of the Russian ads and I can say very definitively that swaying the election was NOT the main goalRob GoldmanVice President of Facebook Ads ","",""
"3192","The Fake News Media never fails. Hard to ignore this fact from the Vice President of Facebook Ads Rob Goldman! https://t.co/XGC7ynZwYJ","The Fake News Media never fails Hard to ignore this fact from the Vice President of Facebook Ads Rob Goldman ","",""
"3193","Funny how the Fake News Media doesn’t want to say that the Russian group was formed in 2014 long before my run for President. Maybe they knew I was going to run even though I didn’t know!","Funny how the Fake News Media doesnt want to say that the Russian group was formed in 2014 long before my run for President Maybe they knew I was going to run even though I didnt know","",""
"3194","Deputy A.G. Rod Rosenstein stated at the News Conference: “There is no allegation in the indictment that any American was a knowing participant in this illegal activity. There is no allegation in the indictment that the charged conduct altered the outcome of the 2016 election.","Deputy AG Rod Rosenstein stated at the News Conference There is no allegation in the indictment that any American was a knowing participant in this illegal activity There is no allegation in the indictment that the charged conduct altered the outcome of the 2016 election","",""
"3195","“Charges Deal Don A Big Win” written by Michael Goodwin of the @nypost succinctly states that “the Russians had no impact on the election results.” There was no Collusion with the Trump Campaign. “She lost the old-fashioned way by being a terrible candidate. Case closed.”","Charges Deal Don A Big Win written by Michael Goodwin of the  succinctly states that the Russians had no impact on the election results There was no Collusion with the Trump Campaign She lost the oldfashioned way by being a terrible candidate Case closed","","@nypost"
"3196","Melania and I met such incredible people last night in Broward County Florida. Will never forget them or the evening!","Melania and I met such incredible people last night in Broward County Florida Will never forget them or the evening","",""
