"","text","cleaned_text","hashtag","tagged_account","filtered"
"1535","Disgraced and discredited Bob Mueller and his whole group of Angry Democrat Thugs spent over 30 hours with the White House Councel only with my approval for purposes of transparency. Anybody needing that much time when they know there is no Russian Collusion is just someone....","Disgraced and discredited Bob Mueller and his whole group of Angry Democrat Thugs spent over  hours with the White House Councel only with my approval for purposes of transparency Anybody needing that much time when they know there is no Russian Collusion is just someone","","","disgraced  discredited bob mueller   whole group  angry democrat thugs spent   hours   white house councel    approval  purposes  transparency anybody needing  much time   know    russian collusion   someone"
"1536","Study the late Joseph McCarthy because we are now in period with Mueller and his gang that make Joseph McCarthy look like a baby! Rigged Witch Hunt!","Study the late Joseph McCarthy because we are now in period with Mueller and his gang that make Joseph McCarthy look like a baby Rigged Witch Hunt","","","study  late joseph mccarthy      period  mueller   gang  make joseph mccarthy look like  baby rigged witch hunt"
"1537","Some members of the media are very Angry at the Fake Story in the New York Times. They actually called to complain and apologize - a big step forward. From the day I announced the Times has been Fake News and with their disgusting new Board Member it will only get worse!","Some members of the media are very Angry at the Fake Story in the New York Times They actually called to complain and apologize  a big step forward From the day I announced the Times has been Fake News and with their disgusting new Board Member it will only get worse","",""," members   media   angry   fake story   new york times  actually called  complain  apologize   big step forward   day  announced  times   fake news    disgusting new board member    get worse"
"1538","The Failing New York Times wrote a story that made it seem like the White House Councel had TURNED on the President when in fact it is just the opposite - &amp; the two Fake reporters knew this. This is why the Fake News Media has become the Enemy of the People. So bad for America!","The Failing New York Times wrote a story that made it seem like the White House Councel had TURNED on the President when in fact it is just the opposite  amp the two Fake reporters knew this This is why the Fake News Media has become the Enemy of the People So bad for America","",""," failing new york times wrote  story  made  seem like  white house councel  turned   president   fact     opposite  amp  two fake reporters knew      fake news media  become  enemy   people  bad  america"
"1539","No Collusion and No Obstruction except by Crooked Hillary and the Democrats. All of the resignations and corruption yet heavily conflicted Bob Mueller refuses to even look in that direction. What about the Brennan Comey McCabe Strzok lies to Congress or Crooked’s Emails!","No Collusion and No Obstruction except by Crooked Hillary and the Democrats All of the resignations and corruption yet heavily conflicted Bob Mueller refuses to even look in that direction What about the Brennan Comey McCabe Strzok lies to Congress or Crookeds Emails","",""," collusion   obstruction except  crooked hillary   democrats    resignations  corruption yet heavily conflicted bob mueller refuses  even look   direction    brennan comey mccabe strzok lies  congress  crookeds emails"
"1540","....and have demanded transparency so that this Rigged and Disgusting Witch Hunt can come to a close. So many lives have been ruined over nothing - McCarthyism at its WORST! Yet Mueller &amp; his gang of Dems refuse to look at the real crimes on the other side - Media is even worse!","and have demanded transparency so that this Rigged and Disgusting Witch Hunt can come to a close So many lives have been ruined over nothing  McCarthyism at its WORST Yet Mueller amp his gang of Dems refuse to look at the real crimes on the other side  Media is even worse","","","  demanded transparency    rigged  disgusting witch hunt  come   close  many lives   ruined  nothing  mccarthyism   worst yet mueller amp  gang  dems refuse  look   real crimes    side  media  even worse"
"1541","The failing @nytimes wrote a Fake piece today implying that because White House Councel Don McGahn was giving hours of testimony to the Special Councel he must be a John Dean type “RAT.” But I allowed him and all others to testify - I didn’t have to. I have nothing to hide......","The failing  wrote a Fake piece today implying that because White House Councel Don McGahn was giving hours of testimony to the Special Councel he must be a John Dean type RAT But I allowed him and all others to testify  I didnt have to I have nothing to hide","","@nytimes"," failing  wrote  fake piece today implying   white house councel  mcgahn  giving hours  testimony   special councel  must   john dean type rat   allowed    others  testify   didnt     nothing  hide"
"1542","I allowed White House Counsel Don McGahn and all other requested members of the White House Staff to fully cooperate with the Special Counsel. In addition we readily gave over one million pages of documents. Most transparent in history. No Collusion No Obstruction. Witch Hunt!","I allowed White House Counsel Don McGahn and all other requested members of the White House Staff to fully cooperate with the Special Counsel In addition we readily gave over one million pages of documents Most transparent in history No Collusion No Obstruction Witch Hunt","",""," allowed white house counsel  mcgahn    requested members   white house staff  fully cooperate   special counsel  addition  readily gave  one million pages  documents  transparent  history  collusion  obstruction witch hunt"
"1543","I allowed White House Counsel Don McGahn and all other requested members of the White House Staff to fully cooperate with the Special Councel. In addition we readily gave over one million pages of documents. Most transparent in history. No Collusion No Obstruction. Witch Hunt!","I allowed White House Counsel Don McGahn and all other requested members of the White House Staff to fully cooperate with the Special Councel In addition we readily gave over one million pages of documents Most transparent in history No Collusion No Obstruction Witch Hunt","",""," allowed white house counsel  mcgahn    requested members   white house staff  fully cooperate   special councel  addition  readily gave  one million pages  documents  transparent  history  collusion  obstruction witch hunt"
"1544","The United States has ended the ridiculous 230 Million Dollar yearly development payment to Syria. Saudi Arabia and other rich countries in the Middle East will start making payments instead of the U.S. I want to develop the U.S. our military and countries that help us!","The United States has ended the ridiculous  Million Dollar yearly development payment to Syria Saudi Arabia and other rich countries in the Middle East will start making payments instead of the US I want to develop the US our military and countries that help us","",""," united states  ended  ridiculous  million dollar yearly development payment  syria saudi arabia   rich countries   middle east  start making payments instead   us  want  develop  us  military  countries  help us"
"1545","https://t.co/TfRmZA8RWQ","","","",""
"1546","The Economy is stronger and better than ever before. Importantly there remains tremendous potential - it will only get better with time!","The Economy is stronger and better than ever before Importantly there remains tremendous potential  it will only get better with time","",""," economy  stronger  better  ever  importantly  remains tremendous potential     get better  time"
"1547","Great Job  Rachel Campos-Duffy on @foxandfriends.","Great Job  Rachel CamposDuffy on ","","@foxandfriends.","great job  rachel camposduffy  "
"1548","Has anyone looked at the mistakes that John Brennan made while serving as CIA Director? He will go down as easily the WORST in history &amp; since getting out he has become nothing less than a loudmouth partisan political hack who cannot be trusted with the secrets to our country!","Has anyone looked at the mistakes that John Brennan made while serving as CIA Director He will go down as easily the WORST in history amp since getting out he has become nothing less than a loudmouth partisan political hack who cannot be trusted with the secrets to our country","",""," anyone looked   mistakes  john brennan made  serving  cia director   go   easily  worst  history amp since getting    become nothing less   loudmouth partisan political hack  cannot  trusted   secrets   country"
"1549","https://t.co/5kIR5EggBp","","","",""
"1550","All of the fools that are so focused on looking only at Russia should start also looking in another direction China. But in the end if we are smart tough and well prepared we will get along with everyone!","All of the fools that are so focused on looking only at Russia should start also looking in another direction China But in the end if we are smart tough and well prepared we will get along with everyone","","","   fools    focused  looking   russia  start also looking  another direction china    end    smart tough  well prepared   get along  everyone"
"1551","....Too many voices are being destroyed some good &amp; some bad and that cannot be allowed to happen. Who is making the choices because I can already tell you that too many mistakes are being made. Let everybody participate good &amp; bad and we will all just have to figure it out!","Too many voices are being destroyed some good amp some bad and that cannot be allowed to happen Who is making the choices because I can already tell you that too many mistakes are being made Let everybody participate good amp bad and we will all just have to figure it out","",""," many voices   destroyed  good amp  bad   cannot  allowed  happen   making  choices    already tell    many mistakes   made let everybody participate good amp bad        figure  "
"1552",".....Censorship is a very dangerous thing &amp; absolutely impossible to police. If you are weeding out Fake News there is nothing so Fake as CNN &amp; MSNBC &amp; yet I do not ask that their sick behavior be removed. I get used to it and watch with a grain of salt or don’t watch at all..","Censorship is a very dangerous thing amp absolutely impossible to police If you are weeding out Fake News there is nothing so Fake as CNN amp MSNBC amp yet I do not ask that their sick behavior be removed I get used to it and watch with a grain of salt or dont watch at all","","","censorship    dangerous thing amp absolutely impossible  police    weeding  fake news   nothing  fake  cnn amp msnbc amp yet    ask   sick behavior  removed  get used    watch   grain  salt  dont watch  "
"1553","Social Media is totally discriminating against Republican/Conservative voices. Speaking loudly and clearly for the Trump Administration we won’t let that happen. They are closing down the opinions of many people on the RIGHT while at the same time doing nothing to others.......","Social Media is totally discriminating against RepublicanConservative voices Speaking loudly and clearly for the Trump Administration we wont let that happen They are closing down the opinions of many people on the RIGHT while at the same time doing nothing to others","","","social media  totally discriminating  republicanconservative voices speaking loudly  clearly   trump administration  wont let  happen   closing   opinions  many people   right     time  nothing  others"
"1554","....financial gain is a Federal Gratuity Statute Violation Bribery Statute Violation Honest Services Violation....all Major Crimes....because the DOJ is run by BLANK Jeff Sessions......”  Gregg Jarrett.  So when does Mueller do what must be done? Probably never! @FoxNews","financial gain is a Federal Gratuity Statute Violation Bribery Statute Violation Honest Services Violationall Major Crimesbecause the DOJ is run by BLANK Jeff Sessions  Gregg Jarrett  So when does Mueller do what must be done Probably never ","","@FoxNews","financial gain   federal gratuity statute violation bribery statute violation honest services violationall major crimesbecause  doj  run  blank jeff sessions  gregg jarrett     mueller   must  done probably never "
"1555","“Bruce Ohr of DOJ is in legal jeopardy it’s astonishing that he’s still employed. Bruce &amp; Nelly Ohr’s bank account is getting fatter &amp; fatter because of the Dossier that they are both peddling. He doesn’t disclose it under Fed Regs. Using your Federal office for personal.......","Bruce Ohr of DOJ is in legal jeopardy its astonishing that hes still employed Bruce amp Nelly Ohrs bank account is getting fatter amp fatter because of the Dossier that they are both peddling He doesnt disclose it under Fed Regs Using your Federal office for personal","","","bruce ohr  doj   legal jeopardy  astonishing  hes still employed bruce amp nelly ohrs bank account  getting fatter amp fatter    dossier     peddling  doesnt disclose   fed regs using  federal office  personal"
"1556","“Bruce Ohr of DOJ is in legal jeopardy it’s astonishingthat he’s still employed. Bruce &amp; Nelly Ohr’s bank account is getting fatter &amp; fatter because of the Dossier that they are both peddling. He doesn’t disclose it under Fed Regs. Using your Federal office for personal.......","Bruce Ohr of DOJ is in legal jeopardy its astonishingthat hes still employed Bruce amp Nelly Ohrs bank account is getting fatter amp fatter because of the Dossier that they are both peddling He doesnt disclose it under Fed Regs Using your Federal office for personal","","","bruce ohr  doj   legal jeopardy  astonishingthat hes still employed bruce amp nelly ohrs bank account  getting fatter amp fatter    dossier     peddling  doesnt disclose   fed regs using  federal office  personal"
"1557","“Fox News has learned that Bruce Ohr wrote Christopher Steele following the firing of James Comey saying that he was afraid the anti-Trump Russia probe will be exposed.”  Charles Payne  @FoxBusiness   How much more does Mueller have to see? They have blinders on - RIGGED!","Fox News has learned that Bruce Ohr wrote Christopher Steele following the firing of James Comey saying that he was afraid the antiTrump Russia probe will be exposed  Charles Payne     How much more does Mueller have to see They have blinders on  RIGGED","","@FoxBusiness","fox news  learned  bruce ohr wrote christopher steele following  firing  james comey saying    afraid  antitrump russia probe   exposed  charles payne      much   mueller   see   blinders   rigged"
"1558","https://t.co/TmICRUV9uo","","","",""
"1559","...I say Andrew’s was a bigger and more incompetent blunder. He should easily win his race against a Super Liberal Actress but his political career is over!","I say Andrews was a bigger and more incompetent blunder He should easily win his race against a Super Liberal Actress but his political career is over","",""," say andrews   bigger   incompetent blunder   easily win  race   super liberal actress   political career  "
"1560","Which is worse Hightax Andrew Cuomo's statement “WE’RE NOT GOING TO MAKE AMERICA GREAT AGAIN IT WAS NEVER THAT GREAT” or Hillary Clinton’s “DEPLORABLES” statement...","Which is worse Hightax Andrew Cuomos statement WERE NOT GOING TO MAKE AMERICA GREAT AGAIN IT WAS NEVER THAT GREAT or Hillary Clintons DEPLORABLES statement","","","  worse hightax andrew cuomos statement   going  make america great    never  great  hillary clintons deplorables statement"
"1561","When a politician admits that “We’re not going to make America great again” there doesn’t seem to be much reason to ever vote for him. This could be a career threatening statement by Andrew Cuomo with many wanting him to resign-he will get higher ratings than his brother Chris!","When a politician admits that Were not going to make America great again there doesnt seem to be much reason to ever vote for him This could be a career threatening statement by Andrew Cuomo with many wanting him to resignhe will get higher ratings than his brother Chris","","","  politician admits    going  make america great   doesnt seem   much reason  ever vote    could   career threatening statement  andrew cuomo  many wanting   resignhe  get higher ratings   brother chris"
"1562","Wow! Big pushback on Governor Andrew Cuomo of New York for his really dumb statement about America’s lack of greatness. I have already MADE America Great Again just look at the markets jobs military- setting records and we will do even better. Andrew “choked” badly mistake!","Wow Big pushback on Governor Andrew Cuomo of New York for his really dumb statement about Americas lack of greatness I have already MADE America Great Again just look at the markets jobs military setting records and we will do even better Andrew choked badly mistake","","","wow big pushback  governor andrew cuomo  new york   really dumb statement  americas lack  greatness   already made america great   look   markets jobs military setting records     even better andrew choked badly mistake"
"1563","Wow! Big pushback on Governor Andrew Cuomo of New York for his really dumb statement about America’s lack of greatness. I have already MADE America Great Again just look at the markets jobs military- setting records and we will do even better. Andrew “chocked” badly mistake!","Wow Big pushback on Governor Andrew Cuomo of New York for his really dumb statement about Americas lack of greatness I have already MADE America Great Again just look at the markets jobs military setting records and we will do even better Andrew chocked badly mistake","","","wow big pushback  governor andrew cuomo  new york   really dumb statement  americas lack  greatness   already made america great   look   markets jobs military setting records     even better andrew chocked badly mistake"
"1564","The U.S. has more than double the growth rate than it had 18 months ago.","The US has more than double the growth rate than it had  months ago","",""," us    double  growth rate     months ago"
"1565","Just announced youth unemployment is at a 50 year low!  @foxandfriends","Just announced youth unemployment is at a  year low  ","","@foxandfriends"," announced youth unemployment     year low  "
"1566","....attend the big parade already scheduled at Andrews Air Force Base on a different date &amp; go to the Paris parade celebrating the end of the War on November 11th. Maybe we will do something next year in D.C. when the cost comes WAY DOWN. Now we can buy some more jet fighters!","attend the big parade already scheduled at Andrews Air Force Base on a different date amp go to the Paris parade celebrating the end of the War on November th Maybe we will do something next year in DC when the cost comes WAY DOWN Now we can buy some more jet fighters","","","attend  big parade already scheduled  andrews air force base   different date amp go   paris parade celebrating  end   war  november th maybe    something next year  dc   cost comes way     buy   jet fighters"
"1567","The local politicians who run Washington D.C. (poorly) know a windfall when they see it. When asked to give us a price for holding a great celebratory military parade they wanted a number so ridiculously high that I cancelled it. Never let someone hold you up! I will instead...","The local politicians who run Washington DC poorly know a windfall when they see it When asked to give us a price for holding a great celebratory military parade they wanted a number so ridiculously high that I cancelled it Never let someone hold you up I will instead","",""," local politicians  run washington dc poorly know  windfall   see   asked  give us  price  holding  great celebratory military parade  wanted  number  ridiculously high   cancelled  never let someone hold     instead"
"1568","How does a politician Cuomo known for pushing people and businesses out of his state not to mention having the highest taxes in the U.S. survive making the statement WE’RE NOT GOING TO MAKE AMERICA GREAT AGAIN IT WAS NEVER THAT GREAT? Which section of the sentence is worse?","How does a politician Cuomo known for pushing people and businesses out of his state not to mention having the highest taxes in the US survive making the statement WERE NOT GOING TO MAKE AMERICA GREAT AGAIN IT WAS NEVER THAT GREAT Which section of the sentence is worse","","","   politician cuomo known  pushing people  businesses    state   mention   highest taxes   us survive making  statement   going  make america great    never  great  section   sentence  worse"
"1569","In speaking with some of the world’s top business leaders I asked what it is that would make business (jobs) even better in the U.S. “Stop quarterly reporting &amp; go to a six month system” said one. That would allow greater flexibility &amp; save money. I have asked the SEC to study!","In speaking with some of the worlds top business leaders I asked what it is that would make business jobs even better in the US Stop quarterly reporting amp go to a six month system said one That would allow greater flexibility amp save money I have asked the SEC to study","",""," speaking     worlds top business leaders  asked     would make business jobs even better   us stop quarterly reporting amp go   six month system said one  would allow greater flexibility amp save money   asked  sec  study"
"1570",".....released in 2017. If his statement is based on intelligence he has seen since leaving office it constitutes an intelligence breach......”  Richard Burr (R-NC) Senate Intel Cmte Chair  @LouDobbs","released in  If his statement is based on intelligence he has seen since leaving office it constitutes an intelligence breach  Richard Burr RNC Senate Intel Cmte Chair  ","","@LouDobbs","released     statement  based  intelligence   seen since leaving office  constitutes  intelligence breach  richard burr rnc senate intel cmte chair  "
"1571","“Director Brennan’s recent statements purport to know as fact that the Trump campaign colluded with a foreign power. If Director Brennan’s statement is based on intelligence he received while leading the CIA why didn’t he include it in the Intelligence Community Assessment......","Director Brennans recent statements purport to know as fact that the Trump campaign colluded with a foreign power If Director Brennans statement is based on intelligence he received while leading the CIA why didnt he include it in the Intelligence Community Assessment","","","director brennans recent statements purport  know  fact   trump campaign colluded   foreign power  director brennans statement  based  intelligence  received  leading  cia  didnt  include    intelligence community assessment"
"1572","“....An incredibly corrupt FBI &amp; DOJ trying to steer the outcome of a Presidential Election. Brennan has gone off the deep end he’s disgraced and discredited himself. His conduct has been outrageous.” Chris Farrell Judicial Watch.","An incredibly corrupt FBI amp DOJ trying to steer the outcome of a Presidential Election Brennan has gone off the deep end hes disgraced and discredited himself His conduct has been outrageous Chris Farrell Judicial Watch","",""," incredibly corrupt fbi amp doj trying  steer  outcome   presidential election brennan  gone   deep end hes disgraced  discredited   conduct   outrageous chris farrell judicial watch"
"1573","How can “Senator” Richard Blumenthal who went around for twenty years as a Connecticut politician bragging that he was a great Marine war hero in Vietnam (then got caught and sobbingly admitted he was neither a Marine nor ever in Vietnam) pass judgement on anyone? Loser!","How can Senator Richard Blumenthal who went around for twenty years as a Connecticut politician bragging that he was a great Marine war hero in Vietnam then got caught and sobbingly admitted he was neither a Marine nor ever in Vietnam pass judgement on anyone Loser","","","  senator richard blumenthal  went around  twenty years   connecticut politician bragging     great marine war hero  vietnam  got caught  sobbingly admitted   neither  marine  ever  vietnam pass judgement  anyone loser"
"1574",".@TuckerCarlson speaking of John Brennan: “How did somebody so obviously limited intellectually get to be CIA Director in the first place?” Now that is a really good question! Then followed by “Richard Blumenthal of Connecticut is a FAKE War Hero...” So true a total Fake!"," speaking of John Brennan How did somebody so obviously limited intellectually get to be CIA Director in the first place Now that is a really good question Then followed by Richard Blumenthal of Connecticut is a FAKE War Hero So true a total Fake","","@TuckerCarlson"," speaking  john brennan   somebody  obviously limited intellectually get   cia director   first place     really good question  followed  richard blumenthal  connecticut   fake war hero  true  total fake"
"1575","“Very concerned about Comey’s firing afraid they will be exposed” said Bruce Ohr. DOJ’s Emails &amp; Notes show Bruce Ohr’s connection to (phony &amp; discredited) Trump Dossier. A creep thinking he would get caught in a dishonest act. Rigged Witch Hunt!","Very concerned about Comeys firing afraid they will be exposed said Bruce Ohr DOJs Emails amp Notes show Bruce Ohrs connection to phony amp discredited Trump Dossier A creep thinking he would get caught in a dishonest act Rigged Witch Hunt","",""," concerned  comeys firing afraid    exposed said bruce ohr dojs emails amp notes show bruce ohrs connection  phony amp discredited trump dossier  creep thinking  would get caught   dishonest act rigged witch hunt"
"1576","“While Steele shopped the document to multiple media outlets he also asked for help with a RUSSIAN Oligarch.”  Catherine Herridge of @FoxNews  @LouDobbs  In other words they were colluding with Russia!","While Steele shopped the document to multiple media outlets he also asked for help with a RUSSIAN Oligarch  Catherine Herridge of     In other words they were colluding with Russia","","@FoxNews, @LouDobbs"," steele shopped  document  multiple media outlets  also asked  help   russian oligarch  catherine herridge        words   colluding  russia"
"1577","“The FBI received documents from Bruce Ohr (of the Justice Department &amp; whose wife Nelly worked for Fusion GPS).” Disgraced and fired FBI Agent Peter Strzok. This is too crazy to be believed! The Rigged Witch Hunt has zero credibility.","The FBI received documents from Bruce Ohr of the Justice Department amp whose wife Nelly worked for Fusion GPS Disgraced and fired FBI Agent Peter Strzok This is too crazy to be believed The Rigged Witch Hunt has zero credibility","",""," fbi received documents  bruce ohr   justice department amp whose wife nelly worked  fusion gps disgraced  fired fbi agent peter strzok    crazy   believed  rigged witch hunt  zero credibility"
"1578","Turkey has taken advantage of the United States for many years. They are now holding our wonderful Christian Pastor who I must now ask to represent our Country as a great patriot hostage. We will pay nothing for the release of an innocent man but we are cutting back on Turkey!","Turkey has taken advantage of the United States for many years They are now holding our wonderful Christian Pastor who I must now ask to represent our Country as a great patriot hostage We will pay nothing for the release of an innocent man but we are cutting back on Turkey","","","turkey  taken advantage   united states  many years    holding  wonderful christian pastor   must  ask  represent  country   great patriot hostage   pay nothing   release   innocent man    cutting back  turkey"
"1579","Thank you for the kind words Omarosa! https://t.co/PMmNG6iIsi","Thank you for the kind words Omarosa ","","","thank    kind words omarosa "
"1580","Great @Cabinet meeting today at the @WhiteHouse! https://t.co/RwOhQF9SEv","Great  meeting today at the  ","","@Cabinet, @WhiteHouse!","great  meeting today    "
"1581","The Queen of Soul Aretha Franklin is dead. She was a great woman with a wonderful gift from God her voice. She will be missed!","The Queen of Soul Aretha Franklin is dead She was a great woman with a wonderful gift from God her voice She will be missed","",""," queen  soul aretha franklin  dead    great woman   wonderful gift  god  voice    missed"
"1582","There is nothing that I would want more for our Country than true FREEDOM OF THE PRESS. The fact is that the Press is FREE to write and say anything it wants but much of what it says is FAKE NEWS pushing a political agenda or just plain trying to hurt people. HONESTY WINS!","There is nothing that I would want more for our Country than true FREEDOM OF THE PRESS The fact is that the Press is FREE to write and say anything it wants but much of what it says is FAKE NEWS pushing a political agenda or just plain trying to hurt people HONESTY WINS","","","  nothing   would want    country  true freedom   press  fact    press  free  write  say anything  wants  much    says  fake news pushing  political agenda   plain trying  hurt people honesty wins"
"1583","The Boston Globe which was sold to the the Failing New York Times for 1.3 BILLION DOLLARS (plus 800 million dollars in losses &amp; investment) or 2.1 BILLION DOLLARS was then sold by the Times for 1 DOLLAR. Now the Globe is in COLLUSION with other papers on free press. PROVE IT!","The Boston Globe which was sold to the the Failing New York Times for  BILLION DOLLARS plus  million dollars in losses amp investment or  BILLION DOLLARS was then sold by the Times for  DOLLAR Now the Globe is in COLLUSION with other papers on free press PROVE IT","",""," boston globe   sold    failing new york times   billion dollars plus  million dollars  losses amp investment   billion dollars   sold   times   dollar   globe   collusion   papers  free press prove "
"1584","THE FAKE NEWS MEDIA IS THE OPPOSITION PARTY. It is very bad for our Great Country....BUT WE ARE WINNING!","THE FAKE NEWS MEDIA IS THE OPPOSITION PAY It is very bad for our Great CountryBUT WE ARE WINNING","",""," fake news media   opposition pay    bad   great countrybut   winning"
"1585","Our Economy is doing better than ever. Money is pouring into our cherished DOLLAR like rarely before companies earnings are higher than ever inflation is low &amp; business optimism is higher than it has ever been. For the first time in many decades we are protecting our workers!","Our Economy is doing better than ever Money is pouring into our cherished DOLLAR like rarely before companies earnings are higher than ever inflation is low amp business optimism is higher than it has ever been For the first time in many decades we are protecting our workers","",""," economy   better  ever money  pouring   cherished dollar like rarely  companies earnings  higher  ever inflation  low amp business optimism  higher    ever    first time  many decades   protecting  workers"
"1586","“I’d strip the whole bunch of them. They’re all corrupt. They’ve all abused their power. They’ve all betrayed the American people with a political agenda. They tried to steal and influence an election in the United States.” @seanhannity","Id strip the whole bunch of them Theyre all corrupt Theyve all abused their power Theyve all betrayed the American people with a political agenda They tried to steal and influence an election in the United States ","","@seanhannity","id strip  whole bunch   theyre  corrupt theyve  abused  power theyve  betrayed  american people   political agenda  tried  steal  influence  election   united states "
"1587","Mark Levin “When they had power they didn’t stop the Russians the Chinese the North Koreans they funded the Iranians &amp; are responsible for the greatest scandal in American history by interfering with our election &amp; trying to undermine the Trump Campaign and Trump Presidency.”","Mark Levin When they had power they didnt stop the Russians the Chinese the North Koreans they funded the Iranians amp are responsible for the greatest scandal in American history by interfering with our election amp trying to undermine the Trump Campaign and Trump Presidency","","","mark levin    power  didnt stop  russians  chinese  north koreans  funded  iranians amp  responsible   greatest scandal  american history  interfering   election amp trying  undermine  trump campaign  trump presidency"
"1588","“WE’RE NOT GOING TO MAKE AMERICA GREAT AGAIN IT WAS NEVER THAT GREAT.” Can you believe this is the Governor of the Highest Taxed State in the U.S. Andrew Cuomo having a total meltdown!","WERE NOT GOING TO MAKE AMERICA GREAT AGAIN IT WAS NEVER THAT GREAT Can you believe this is the Governor of the Highest Taxed State in the US Andrew Cuomo having a total meltdown","","","  going  make america great    never  great   believe    governor   highest taxed state   us andrew cuomo   total meltdown"
"1589","“WE’RE NOT GONG TO MAKE AMERICA GREAT AGAIN IT WAS NEVER THAT GREAT.”  Can you believe this is the Governor of the Highest Taxed State in the U.S. Andrew Cuomo having a total meltdown!","WERE NOT GONG TO MAKE AMERICA GREAT AGAIN IT WAS NEVER THAT GREAT  Can you believe this is the Governor of the Highest Taxed State in the US Andrew Cuomo having a total meltdown","","","  gong  make america great    never  great    believe    governor   highest taxed state   us andrew cuomo   total meltdown"
"1590","“Hillary Clinton clearly got a pass by the FBI. We have the unfortunate situation where they then decided they were going to frame Donald Trump” concerning the Rigged Witch Hunt. JOE DIGENOVA former U.S. Attorney.","Hillary Clinton clearly got a pass by the FBI We have the unfortunate situation where they then decided they were going to frame Donald Trump concerning the Rigged Witch Hunt JOE DIGENOVA former US Attorney","","","hillary clinton clearly got  pass   fbi    unfortunate situation    decided   going  frame donald trump concerning  rigged witch hunt joe digenova former us attorney"
"1591","“John Brennan is a stain on the Country we deserve better than this.” Former Secret Service Agent and author of new book “Spygate the Attempted Sabotage of Donald J. Trump” Dan Bongino. Thank you Dan and good luck with the book!","John Brennan is a stain on the Country we deserve better than this Former Secret Service Agent and author of new book Spygate the Attempted Sabotage of Donald J Trump Dan Bongino Thank you Dan and good luck with the book","","","john brennan   stain   country  deserve better   former secret service agent  author  new book spygate  attempted sabotage  donald j trump dan bongino thank  dan  good luck   book"
"1592","RT @Rasmussen_Poll: Today’s @realDonaldTrump approval ratings among black voters: 36% This day last year: 19% https://t.co/mazBCWoIMy @…","  Todays  approval ratings among black voters  This day last year  ","","@Rasmussen_Poll:, @realDonaldTrump, @…","  todays  approval ratings among black voters   day last year  "
"1593","Chuck Schumer I agree! https://t.co/KfoLkQU5Hv","Chuck Schumer I agree ","","","chuck schumer  agree "
"1594","Our Country was built on Tariffs and Tariffs are now leading us to great new Trade Deals - as opposed to the horrible and unfair Trade Deals that I inherited as your President. Other Countries should not be allowed to come in and steal the wealth of our great U.S.A. No longer!","Our Country was built on Tariffs and Tariffs are now leading us to great new Trade Deals  as opposed to the horrible and unfair Trade Deals that I inherited as your President Other Countries should not be allowed to come in and steal the wealth of our great USA No longer","",""," country  built  tariffs  tariffs   leading us  great new trade deals   opposed   horrible  unfair trade deals   inherited   president  countries    allowed  come   steal  wealth   great usa  longer"
"1595","Happy Birthday to the leader of the Democrat Party Maxine Waters!","Happy Birthday to the leader of the Democrat Party Maxine Waters","","","happy birthday   leader   democrat party maxine waters"
"1596","“The action (the Strzok firing) was a decisive step in the right direction in correcting the wrongs committed by what has been described as Comey’s skinny inner circle.”  Chris Swecker former FBI Assistant Director.","The action the Strzok firing was a decisive step in the right direction in correcting the wrongs committed by what has been described as Comeys skinny inner circle  Chris Swecker former FBI Assistant Director","",""," action  strzok firing   decisive step   right direction  correcting  wrongs committed     described  comeys skinny inner circle  chris swecker former fbi assistant director"
"1597","The Rigged Russian Witch Hunt goes on and on as the “originators and founders” of this scam continue to be fired and demoted for their corrupt and illegal activity. All credibility is gone from this terrible Hoax and much more will be lost as it proceeds. No Collusion!","The Rigged Russian Witch Hunt goes on and on as the originators and founders of this scam continue to be fired and demoted for their corrupt and illegal activity All credibility is gone from this terrible Hoax and much more will be lost as it proceeds No Collusion","",""," rigged russian witch hunt goes      originators  founders   scam continue   fired  demoted   corrupt  illegal activity  credibility  gone   terrible hoax  much    lost   proceeds  collusion"
"1598","My friend and very early supporter Kris Kobach won the Republican Nomination for Governor of Kansas last night in a tough race against a very fine opponent. Kris will win in November and be a great Governor. He has my complete and total Endorsement!","My friend and very early supporter Kris Kobach won the Republican Nomination for Governor of Kansas last night in a tough race against a very fine opponent Kris will win in November and be a great Governor He has my complete and total Endorsement","",""," friend   early supporter kris kobach won  republican nomination  governor  kansas last night   tough race    fine opponent kris  win  november    great governor    complete  total endorsement"
"1599","It is about time that Connecticut had a real and talented Governor. Bob Stefanowski is the person needed to do the job. Tough on crime Bob is also a big cutter of Taxes. He will win in November and make a Great Governor a major difference maker. Bob has my total Endorsement!","It is about time that Connecticut had a real and talented Governor Bob Stefanowski is the person needed to do the job Tough on crime Bob is also a big cutter of Taxes He will win in November and make a Great Governor a major difference maker Bob has my total Endorsement","","","   time  connecticut   real  talented governor bob stefanowski   person needed    job tough  crime bob  also  big cutter  taxes   win  november  make  great governor  major difference maker bob   total endorsement"
"1600",".@PeteStauber won big last night in Minnesota. A big star in Hockey he will be an even bigger star in politics. It all begins with a win in November. Pete has my complete and total Endorsement!"," won big last night in Minnesota A big star in Hockey he will be an even bigger star in politics It all begins with a win in November Pete has my complete and total Endorsement","","@PeteStauber"," won big last night  minnesota  big star  hockey     even bigger star  politics   begins   win  november pete   complete  total endorsement"
